1 ; Max Aarons ; ENG ; DF ; Norwich City ; Premier League ; 22 ; 2000 ; 34 ; 32
975 ; Alejandro Garnacho ; ESP ; FW ; Manchester Utd ; Premier League ; 17 ; 2004 ; 2 ; 0
976 ; Mario Gaspar ; ESP ; DF ; Villarreal ; La Liga ; 31 ; 1990 ; 12 ; 7
977 ; Djeidi Gassama ; FRA ; FW ; Paris S-G ; Ligue 1 ; 18 ; 2003 ; 1 ; 0
978 ; Johan Gastien ; FRA ; MF ; Clermont Foot ; Ligue 1 ; 34 ; 1988 ; 32 ; 32
979 ; Dwight Gayle ; ENG ; FW ; Newcastle Utd ; Premier League ; 31 ; 1990 ; 8 ; 0
980 ; Jean-Philippe Gbamin ; CIV ; MF ; Everton ; Premier League ; 26 ; 1995 ; 3 ; 1
981 ; David de Gea ; ESP ; GK ; Manchester Utd ; Premier League ; 31 ; 1990 ; 38 ; 38
982 ; Linus Gechter ; GER ; DF ; Hertha BSC ; Bundesliga ; 18 ; 2004 ; 13 ; 6
983 ; Dennis Geiger ; GER ; MF ; Hoffenheim ; Bundesliga ; 23 ; 1998 ; 20 ; 17
984 ; Joe Gelhardt ; ENG ; FWMF ; Leeds United ; Premier League ; 20 ; 2002 ; 20 ; 5
985 ; Luca Gemello ; ITA ; GK ; Torino ; Serie A ; 21 ; 2000 ; 1 ; 1
986 ; Yannick Gerhardt ; GER ; MFDF ; Wolfsburg ; Bundesliga ; 28 ; 1994 ; 27 ; 17
987 ; Valčre Germain ; FRA ; FW ; Montpellier ; Ligue 1 ; 32 ; 1990 ; 34 ; 22
988 ; Gerson ; BRA ; MFFW ; Marseille ; Ligue 1 ; 25 ; 1997 ; 35 ; 29
989 ; Willem Geubbels ; FRA ; FWMF ; Nantes ; Ligue 1 ; 20 ; 2001 ; 22 ; 4
990 ; Hamadi Al Ghaddioui ; MAR ; FW ; Stuttgart ; Bundesliga ; 31 ; 1990 ; 10 ; 7
991 ; Ismaël Gharbi ; TUN ; FW ; Paris S-G ; Ligue 1 ; 18 ; 2004 ; 1 ; 0
992 ; Anwar El Ghazi ; NED ; FW ; Everton ; Premier League ; 27 ; 1995 ; 2 ; 0
993 ; Anwar El Ghazi ; NED ; FWMF ; Aston Villa ; Premier League ; 27 ; 1995 ; 9 ; 4
994 ; Lamine Ghezali ; FRA ; DF ; Saint-Étienne ; Ligue 1 ; 22 ; 1999 ; 1 ; 0
995 ; Paolo Ghiglione ; ITA ; DF ; Genoa ; Serie A ; 25 ; 1997 ; 13 ; 6
996 ; Saman Ghoddos ; IRN ; DFMF ; Brentford ; Premier League ; 28 ; 1993 ; 17 ; 4
997 ; Faouzi Ghoulam ; ALG ; DF ; Napoli ; Serie A ; 31 ; 1991 ; 14 ; 3
998 ; Dimitris Giannoulis ; GRE ; DF ; Norwich City ; Premier League ; 26 ; 1995 ; 18 ; 14
999 ; Morgan Gibbs-White ; ENG ; FWMF ; Wolves ; Premier League ; 22 ; 2000 ; 2 ; 0
1000 ; Ben Gibson ; ENG ; DF ; Norwich City ; Premier League ; 29 ; 1993 ; 28 ; 28
1001 ; Niko Gießelmann ; GER ; DF ; Union Berlin ; Bundesliga ; 30 ; 1991 ; 28 ; 25
1002 ; Rafa? Gikiewicz ; POL ; GK ; Augsburg ; Bundesliga ; 34 ; 1987 ; 34 ; 34
1003 ; Óscar Gil ; ESP ; DF ; Espanyol ; La Liga ; 25 ; 1997 ; 22 ; 20
1004 ; Mario Gila ; ESP ; DF ; Real Madrid ; La Liga ; 21 ; 2000 ; 2 ; 0
1005 ; Billy Gilmour ; SCO ; MF ; Norwich City ; Premier League ; 20 ; 2001 ; 24 ; 21
1006 ; Daniel Ginczek ; GER ; MFFW ; Wolfsburg ; Bundesliga ; 31 ; 1991 ; 2 ; 0
1007 ; Matthias Ginter ; GER ; DF ; M'Gladbach ; Bundesliga ; 28 ; 1994 ; 28 ; 27
1008 ; Nicholas Gioacchini ; USA ; MFFW ; Montpellier ; Ligue 1 ; 21 ; 2000 ; 28 ; 3
1009 ; Sebastian Giovinco ; ITA ; MF ; Sampdoria ; Serie A ; 35 ; 1987 ; 2 ; 0
1010 ; Jimmy Giraudon ; FRA ; DF ; Troyes ; Ligue 1 ; 30 ; 1992 ; 19 ; 18
1011 ; Andrei Girotto ; BRA ; DFMF ; Nantes ; Ligue 1 ; 30 ; 1992 ; 36 ; 36
1012 ; Olivier Giroud ; FRA ; FW ; Milan ; Serie A ; 35 ; 1986 ; 29 ; 22
1013 ; Serge Gnabry ; GER ; FWDF ; Bayern Munich ; Bundesliga ; 26 ; 1995 ; 34 ; 25
1014 ; Ben Godfrey ; ENG ; DF ; Everton ; Premier League ; 24 ; 1998 ; 23 ; 23
1015 ; Diego Godín ; URU ; DF ; Cagliari ; Serie A ; 36 ; 1986 ; 11 ; 9
1016 ; Edoardo Goldaniga ; ITA ; MFDF ; Sassuolo ; Serie A ; 28 ; 1993 ; 1 ; 0
1017 ; Edoardo Goldaniga ; ITA ; DF ; Cagliari ; Serie A ; 28 ; 1993 ; 11 ; 11
1018 ; Aleksandr Golovin ; RUS ; FWMF ; Monaco ; Ligue 1 ; 25 ; 1996 ; 27 ; 17
1019 ; André Gomes ; POR ; MF ; Everton ; Premier League ; 28 ; 1993 ; 14 ; 7
1020 ; Angel Gomes ; ENG ; MFFW ; Lille ; Ligue 1 ; 21 ; 2000 ; 24 ; 12
1021 ; Toti Gomes ; POR ; DF ; Wolves ; Premier League ; 23 ; 1999 ; 4 ; 4
1022 ; Dani Gómez ; ESP ; FW ; Levante ; La Liga ; 23 ; 1998 ; 28 ; 11
1023 ; Joe Gomez ; ENG ; DF ; Liverpool ; Premier League ; 25 ; 1997 ; 8 ; 4
1024 ; Maxi Gómez ; URU ; FW ; Valencia ; La Liga ; 25 ; 1996 ; 29 ; 21
1025 ; Moi Gómez ; ESP ; MFFW ; Villarreal ; La Liga ; 27 ; 1994 ; 29 ; 13
1026 ; Papu Gómez ; ARG ; MFFW ; Sevilla ; La Liga ; 34 ; 1988 ; 29 ; 19
1027 ; Sergi Gómez ; ESP ; DF ; Espanyol ; La Liga ; 30 ; 1992 ; 31 ; 31
1028 ; Alfred Gomis ; SEN ; GK ; Rennes ; Ligue 1 ; 28 ; 1993 ; 25 ; 25
1029 ; Maxime Gonalons ; FRA ; MF ; Granada ; La Liga ; 33 ; 1989 ; 24 ; 19
1030 ; Vagner Gonçalves ; CPV ; MFFW ; Metz ; Ligue 1 ; 26 ; 1996 ; 3 ; 0
1031 ; Cedric Gondo ; CIV ; FW ; Salernitana ; Serie A ; 25 ; 1996 ; 14 ; 10
1032 ; Álvaro González ; ESP ; DF ; Marseille ; Ligue 1 ; 32 ; 1990 ; 6 ; 5
1033 ; Diego González ; ESP ; DF ; Elche ; La Liga ; 27 ; 1995 ; 28 ; 19
1034 ; Édgar González ; ESP ; DF ; Betis ; La Liga ; 25 ; 1997 ; 21 ; 14
1035 ; Giovanni González ; URU ; DF ; Mallorca ; La Liga ; 27 ; 1994 ; 9 ; 3
1036 ; Nicolás González ; ESP ; MF ; Barcelona ; La Liga ; 20 ; 2002 ; 27 ; 12
1037 ; Nicolás González ; ARG ; FW ; Fiorentina ; Serie A ; 24 ; 1998 ; 33 ; 26
1038 ; Peter González ; DOM ; MFDF ; Real Madrid ; La Liga ; 19 ; 2002 ; 3 ; 0
1039 ; Roberto González ; ESP ; FWMF ; Betis ; La Liga ; 21 ; 2001 ; 4 ; 1
1040 ; Charlie Goode ; ENG ; DF ; Brentford ; Premier League ; 26 ; 1995 ; 6 ; 4
1041 ; Anthony Gordon ; ENG ; MFFW ; Everton ; Premier League ; 21 ; 2001 ; 35 ; 25
1042 ; Kaide Gordon ; ENG ; FW ; Liverpool ; Premier League ; 17 ; 2004 ; 1 ; 0
1043 ; Leon Goretzka ; GER ; MF ; Bayern Munich ; Bundesliga ; 27 ; 1995 ; 19 ; 19
1044 ; Gori ; ESP ; MF ; Espanyol ; La Liga ; 20 ; 2002 ; 1 ; 0
1045 ; Andoni Gorosabel ; ESP ; DF ; Real Sociedad ; La Liga ; 25 ; 1996 ; 32 ; 25
1046 ; Robin Gosens ; GER ; DF ; Atalanta ; Serie A ; 27 ; 1994 ; 6 ; 5
1047 ; Robin Gosens ; GER ; DF ; Inter ; Serie A ; 27 ; 1994 ; 7 ; 0
1048 ; Dan Gosling ; ENG ; MF ; Watford ; Premier League ; 32 ; 1990 ; 4 ; 2
1049 ; Amine Gouiri ; FRA ; FWMF ; Nice ; Ligue 1 ; 22 ; 2000 ; 38 ; 32
1050 ; Jeffrey Gouweleeuw ; NED ; DF ; Augsburg ; Bundesliga ; 30 ; 1991 ; 29 ; 29
1051 ; Jonathan Gradit ; FRA ; DF ; Lens ; Ligue 1 ; 29 ; 1992 ; 35 ; 35
1052 ; Jens Grahl ; GER ; GK ; Eint Frankfurt ; Bundesliga ; 33 ; 1988 ; 1 ; 1
1053 ; Alberto Grassi ; ITA ; MF ; Cagliari ; Serie A ; 27 ; 1995 ; 30 ; 26
1054 ; Jaume Grau ; ESP ; MF ; Osasuna ; La Liga ; 25 ; 1997 ; 1 ; 0
1055 ; Andrew Gravillon ; FRA ; DF ; Reims ; Ligue 1 ; 24 ; 1998 ; 26 ; 24
1056 ; Demarai Gray ; ENG ; MFFW ; Everton ; Premier League ; 25 ; 1996 ; 34 ; 28
1057 ; Adrian Grbi? ; AUT ; FWMF ; Lorient ; Ligue 1 ; 25 ; 1996 ; 16 ; 4
1058 ; Ivo Grbi? ; CRO ; GK ; Lille ; Ligue 1 ; 26 ; 1996 ; 21 ; 21
1059 ; Jack Grealish ; ENG ; FW ; Manchester City ; Premier League ; 26 ; 1995 ; 26 ; 22
1060 ; Etienne Green ; ENG ; GK ; Saint-Étienne ; Ligue 1 ; 21 ; 2000 ; 15 ; 15
1061 ; Julian Green ; USA ; MF ; Greuther Fürth ; Bundesliga ; 26 ; 1995 ; 24 ; 12
1062 ; Mason Greenwood ; ENG ; FWMF ; Manchester Utd ; Premier League ; 20 ; 2001 ; 18 ; 16
1063 ; Sam Greenwood ; ENG ; MFFW ; Leeds United ; Premier League ; 20 ; 2002 ; 7 ; 1
1064 ; Michael Gregoritsch ; AUT ; FWMF ; Augsburg ; Bundesliga ; 28 ; 1994 ; 25 ; 15
1065 ; Dominik Greif ; SVK ; GK ; Mallorca ; La Liga ; 25 ; 1997 ; 1 ; 1
1066 ; Clément Grenier ; FRA ; MF ; Mallorca ; La Liga ; 31 ; 1991 ; 5 ; 0
1067 ; Sebastian Griesbeck ; GER ; MF ; Union Berlin ; Bundesliga ; 31 ; 1990 ; 1 ; 0
1068 ; Sebastian Griesbeck ; GER ; DFMF ; Greuther Fürth ; Bundesliga ; 31 ; 1990 ; 29 ; 28
1069 ; Antoine Griezmann ; FRA ; FW ; Barcelona ; La Liga ; 31 ; 1991 ; 3 ; 3
1070 ; Antoine Griezmann ; FRA ; FWMF ; Atlético Madrid ; La Liga ; 31 ; 1991 ; 26 ; 21
1071 ; Vincenzo Grifo ; ITA ; MFFW ; Freiburg ; Bundesliga ; 29 ; 1993 ; 34 ; 33
1072 ; Lennart Grill ; GER ; GK ; Leverkusen ; Bundesliga ; 23 ; 1999 ; 1 ; 1
1073 ; Florian Grillitsch ; AUT ; DFMF ; Hoffenheim ; Bundesliga ; 26 ; 1995 ; 18 ; 16
1074 ; Arnaut Groeneveld ; NED ; FW ; Villarreal ; La Liga ; 25 ; 1997 ; 23 ; 17
1075 ; Pascal Groß ; GER ; MFDF ; Brighton ; Premier League ; 30 ; 1991 ; 29 ; 24
1076 ; Carlos Gruezo ; ECU ; MF ; Augsburg ; Bundesliga ; 27 ; 1995 ; 17 ; 9
1077 ; Vicente Guaita ; ESP ; GK ; Crystal Palace ; Premier League ; 35 ; 1987 ; 30 ; 30
1078 ; Andrés Guardado ; MEX ; MF ; Betis ; La Liga ; 35 ; 1986 ; 28 ; 17
1079 ; Sergi Guardiola ; ESP ; FW ; Rayo Vallecano ; La Liga ; 31 ; 1991 ; 32 ; 20
1080 ; Nemanja Gudelj ; SRB ; MFDF ; Sevilla ; La Liga ; 30 ; 1991 ; 21 ; 9
1081 ; Gabriel Gudmundsson ; SWE ; DFMF ; Lille ; Ligue 1 ; 23 ; 1999 ; 30 ; 15
1082 ; Noah Guede-Nadje ; FRA ; FW ; Angers ; Ligue 1 ; 18 ; 2003 ; 1 ; 0
1083 ; Gonçalo Guedes ; POR ; FWMF ; Valencia ; La Liga ; 25 ; 1996 ; 36 ; 30
1084 ; Marc Guéhi ; ENG ; DF ; Crystal Palace ; Premier League ; 21 ; 2000 ; 36 ; 36
1085 ; Mattéo Guendouzi ; FRA ; MF ; Marseille ; Ligue 1 ; 23 ; 1999 ; 38 ; 35
1086 ; Yanis Guermouche ; FRA ; MFFW ; Montpellier ; Ligue 1 ; 21 ; 2001 ; 3 ; 0
1087 ; Raphaël Guerreiro ; POR ; DF ; Dortmund ; Bundesliga ; 28 ; 1993 ; 23 ; 21
1088 ; Evann Guessand ; FRA ; FW ; Nice ; Ligue 1 ; 20 ; 2001 ; 20 ; 2
1089 ; Ander Guevara ; ESP ; MF ; Real Sociedad ; La Liga ; 24 ; 1997 ; 17 ; 11
1090 ; Lamine Gueye ; SEN ; MFFW ; Metz ; Ligue 1 ; 24 ; 1998 ; 14 ; 7
1091 ; Pape Gueye ; SEN ; MF ; Marseille ; Ligue 1 ; 23 ; 1999 ; 28 ; 17
1092 ; John Guidetti ; SWE ; FWMF ; Alavés ; La Liga ; 30 ; 1992 ; 10 ; 2
1093 ; Josuha Guilavogui ; FRA ; MFDF ; Bordeaux ; Ligue 1 ; 31 ; 1990 ; 15 ; 15
1094 ; Josuha Guilavogui ; FRA ; MFDF ; Wolfsburg ; Bundesliga ; 31 ; 1990 ; 15 ; 10
1095 ; Frederic Guilbert ; FRA ; DF ; Strasbourg ; Ligue 1 ; 27 ; 1994 ; 33 ; 28
1096 ; Hugo Guillamón ; ESP ; MFDF ; Valencia ; La Liga ; 22 ; 2000 ; 31 ; 28
1097 ; Bruno Guimarăes ; BRA ; MF ; Lyon ; Ligue 1 ; 24 ; 1997 ; 20 ; 19
1098 ; Bruno Guimarăes ; BRA ; MF ; Newcastle Utd ; Premier League ; 24 ; 1997 ; 17 ; 11
1099 ; Sehrou Guirassy ; GUI ; FW ; Rennes ; Ligue 1 ; 26 ; 1996 ; 37 ; 7
1100 ; Péter Gulácsi ; HUN ; GK ; RB Leipzig ; Bundesliga ; 32 ; 1990 ; 33 ; 33
1101 ; Manuel Gulde ; GER ; DF ; Freiburg ; Bundesliga ; 31 ; 1991 ; 20 ; 14
1102 ; Gerard Gumbau ; ESP ; MF ; Elche ; La Liga ; 27 ; 1994 ; 31 ; 20
1103 ; Robert Gumny ; POL ; DF ; Augsburg ; Bundesliga ; 23 ; 1998 ; 28 ; 27
1104 ; Ýlkay Gündođan ; GER ; MF ; Manchester City ; Premier League ; 31 ; 1990 ; 27 ; 20
1105 ; Angus Gunn ; ENG ; GK ; Norwich City ; Premier League ; 26 ; 1996 ; 9 ; 9
1106 ; Christian Günter ; GER ; DF ; Freiburg ; Bundesliga ; 29 ; 1993 ; 34 ; 34
1107 ; Koray Günter ; GER ; DF ; Hellas Verona ; Serie A ; 27 ; 1994 ; 30 ; 29
1108 ; Lasse Günther ; GER ; DF ; Augsburg ; Bundesliga ; 19 ; 2003 ; 5 ; 1
1109 ; Jon Guridi ; ESP ; MF ; Real Sociedad ; La Liga ; 27 ; 1995 ; 8 ; 1
1110 ; Malo Gusto ; FRA ; DF ; Lyon ; Ligue 1 ; 19 ; 2003 ; 30 ; 21
1111 ; Raúl Guti ; ESP ; MF ; Elche ; La Liga ; 25 ; 1996 ; 31 ; 17
1112 ; Marcos Mauro López Gutiérrez ; ARG ; DF ; Cádiz ; La Liga ; 31 ; 1991 ; 3 ; 1
1113 ; Miguel Gutiérrez ; ESP ; DF ; Real Madrid ; La Liga ; 20 ; 2001 ; 3 ; 3
1114 ; Albert Gu?mundsson ; ISL ; FWMF ; Genoa ; Serie A ; 24 ; 1997 ; 12 ; 6
1115 ; Joško Gvardiol ; CRO ; DF ; RB Leipzig ; Bundesliga ; 20 ; 2002 ; 29 ; 28
1116 ; Emmanuel Gyasi ; GHA ; FWDF ; Spezia ; Serie A ; 28 ; 1994 ; 36 ; 35
1117 ; Norbert Gyömbér ; SVK ; DF ; Salernitana ; Serie A ; 29 ; 1992 ; 31 ; 30
1118 ; Erling Haaland ; NOR ; FW ; Dortmund ; Bundesliga ; 21 ; 2000 ; 24 ; 21
1119 ; Nicolas Haas ; SUI ; MF ; Empoli ; Serie A ; 26 ; 1996 ; 16 ; 11
1120 ; Janik Haberer ; GER ; MF ; Freiburg ; Bundesliga ; 28 ; 1994 ; 26 ; 7
1121 ; Alexander Hack ; GER ; DF ; Mainz 05 ; Bundesliga ; 28 ; 1993 ; 28 ; 24
1122 ; Robin Hack ; GER ; FWMF ; Arminia ; Bundesliga ; 23 ; 1998 ; 30 ; 13
1123 ; Munir El Haddadi ; MAR ; FWMF ; Sevilla ; La Liga ; 26 ; 1995 ; 16 ; 4
1124 ; André Hahn ; GER ; MFFW ; Augsburg ; Bundesliga ; 31 ; 1990 ; 32 ; 25
1125 ; Amadou Haidara ; MLI ; MF ; RB Leipzig ; Bundesliga ; 24 ; 1998 ; 20 ; 15
1126 ; Massadio Haďdara ; MLI ; DF ; Lens ; Ligue 1 ; 29 ; 1992 ; 20 ; 12
1127 ; Oualid El Hajjam ; MAR ; DF ; Troyes ; Ligue 1 ; 31 ; 1991 ; 19 ; 12
1128 ; Achraf Hakimi ; MAR ; DF ; Paris S-G ; Ligue 1 ; 23 ; 1998 ; 32 ; 28
1129 ; Marcel Halstenberg ; GER ; DF ; RB Leipzig ; Bundesliga ; 30 ; 1991 ; 8 ; 5
1130 ; Pierre-Yves Hamel ; FRA ; FWDF ; Lorient ; Ligue 1 ; 28 ; 1994 ; 3 ; 0
1131 ; Pierre-Yves Hamel ; FRA ; FW ; Clermont Foot ; Ligue 1 ; 28 ; 1994 ; 17 ; 6
1132 ; Romain Hamouma ; FRA ; FW ; Saint-Étienne ; Ligue 1 ; 35 ; 1987 ; 22 ; 7
1133 ; Samir Handanovi? ; SVN ; GK ; Inter ; Serie A ; 37 ; 1984 ; 37 ; 37
1134 ; Grant Hanley ; SCO ; DF ; Norwich City ; Premier League ; 30 ; 1991 ; 33 ; 33
1135 ; Ridgeciano Haps ; SUR ; DF ; Venezia ; Serie A ; 28 ; 1993 ; 25 ; 24
1136 ; Genki Haraguchi ; JPN ; MF ; Union Berlin ; Bundesliga ; 31 ; 1991 ; 30 ; 23
1137 ; Amine Harit ; MAR ; FWMF ; Marseille ; Ligue 1 ; 24 ; 1997 ; 23 ; 12
1138 ; Varazdat Haroyan ; ARM ; DF ; Cádiz ; La Liga ; 29 ; 1992 ; 17 ; 16
1139 ; Jack Harrison ; ENG ; FWMF ; Leeds United ; Premier League ; 25 ; 1996 ; 35 ; 32
1140 ; Abdou Harroui ; NED ; MF ; Sassuolo ; Serie A ; 24 ; 1998 ; 22 ; 3
1141 ; Luis Hartwig ; GER ; MF ; Bochum ; Bundesliga ; 19 ; 2002 ; 1 ; 0
1142 ; Makoto Hasebe ; JPN ; DF ; Eint Frankfurt ; Bundesliga ; 38 ; 1984 ; 18 ; 12
1143 ; Hans Hateboer ; NED ; DF ; Atalanta ; Serie A ; 28 ; 1994 ; 21 ; 16
1144 ; Kortney Hause ; ENG ; DF ; Aston Villa ; Premier League ; 26 ; 1995 ; 7 ; 4
1145 ; Kai Havertz ; GER ; FWMF ; Chelsea ; Premier League ; 22 ; 1999 ; 29 ; 22
1146 ; Isaac Hayden ; ENG ; MFDF ; Newcastle Utd ; Premier League ; 27 ; 1995 ; 14 ; 12
1147 ; Eden Hazard ; BEL ; FWMF ; Real Madrid ; La Liga ; 31 ; 1991 ; 18 ; 7
1148 ; Thorgan Hazard ; BEL ; FWDF ; Dortmund ; Bundesliga ; 29 ; 1993 ; 23 ; 14
1149 ; Jonas Hector ; GER ; DF ; Köln ; Bundesliga ; 32 ; 1990 ; 30 ; 30
1150 ; Hwang Hee-chan ; KOR ; FW ; RB Leipzig ; Bundesliga ; 26 ; 1996 ; 2 ; 0
1151 ; Hwang Hee-chan ; KOR ; FWMF ; Wolves ; Premier League ; 26 ; 1996 ; 30 ; 20
1152 ; Silvan Hefti ; SUI ; DF ; Genoa ; Serie A ; 24 ; 1997 ; 16 ; 14
1153 ; Dominique Heintz ; GER ; DF ; Union Berlin ; Bundesliga ; 28 ; 1993 ; 7 ; 7
1154 ; Dominique Heintz ; GER ; DF ; Freiburg ; Bundesliga ; 28 ; 1993 ; 1 ; 0
1155 ; Jordan Henderson ; ENG ; MF ; Liverpool ; Premier League ; 31 ; 1990 ; 35 ; 29
1156 ; Liam Henderson ; SCO ; MF ; Empoli ; Serie A ; 26 ; 1996 ; 38 ; 23
1157 ; Jeff Hendrick ; IRL ; MF ; Newcastle Utd ; Premier League ; 30 ; 1992 ; 3 ; 0
1158 ; Wayne Hennessey ; WAL ; GK ; Burnley ; Premier League ; 35 ; 1987 ; 2 ; 2
1159 ; Benjamin Henrichs ; GER ; DF ; RB Leipzig ; Bundesliga ; 25 ; 1997 ; 22 ; 12
1160 ; Henrique ; BRA ; DF ; Lyon ; Ligue 1 ; 28 ; 1994 ; 18 ; 12
1161 ; Dalbert Henrique ; BRA ; DFMF ; Cagliari ; Serie A ; 28 ; 1993 ; 28 ; 27
1162 ; Luis Henrique ; BRA ; FWMF ; Marseille ; Ligue 1 ; 20 ; 2001 ; 20 ; 7
1163 ; Matheus Henrique ; BRA ; MF ; Sassuolo ; Serie A ; 24 ; 1997 ; 25 ; 10
1164 ; Rico Henry ; ENG ; DF ; Brentford ; Premier League ; 24 ; 1997 ; 34 ; 33
1165 ; Thomas Henry ; FRA ; FW ; Venezia ; Serie A ; 27 ; 1994 ; 33 ; 23
1166 ; Christophe Hérelle ; MTQ ; DF ; Brest ; Ligue 1 ; 29 ; 1992 ; 23 ; 23
1167 ; Jérôme Hergault ; FRA ; DFMF ; Lorient ; Ligue 1 ; 36 ; 1986 ; 8 ; 5
1168 ; Kike Hermoso ; ESP ; DF ; Betis ; La Liga ; 22 ; 1999 ; 1 ; 1
1169 ; Mario Hermoso ; ESP ; DF ; Atlético Madrid ; La Liga ; 26 ; 1995 ; 26 ; 21
1170 ; Aridane Hernández ; EQG ; DF ; Osasuna ; La Liga ; 33 ; 1989 ; 15 ; 12
1171 ; Lucas Hernández ; FRA ; DF ; Bayern Munich ; Bundesliga ; 26 ; 1996 ; 25 ; 25
1172 ; Luis Hernández ; ESP ; DF ; Cádiz ; La Liga ; 33 ; 1989 ; 16 ; 15
1173 ; Mario Hernández ; ESP ; DFFW ; Rayo Vallecano ; La Liga ; 23 ; 1999 ; 9 ; 5
1174 ; Theo Hernández ; FRA ; DF ; Milan ; Serie A ; 24 ; 1997 ; 32 ; 30
1175 ; Hernani ; BRA ; MFFW ; Genoa ; Serie A ; 28 ; 1994 ; 18 ; 7
1176 ; Ander Herrera ; ESP ; MF ; Paris S-G ; Ligue 1 ; 32 ; 1989 ; 19 ; 12
1177 ; Héctor Herrera ; MEX ; MF ; Atlético Madrid ; La Liga ; 32 ; 1990 ; 21 ; 8
1178 ; Sergio Herrera ; ESP ; GK ; Osasuna ; La Liga ; 28 ; 1993 ; 36 ; 36
1179 ; Yangel Herrera ; VEN ; MF ; Espanyol ; La Liga ; 24 ; 1998 ; 23 ; 19
1180 ; Patrick Herrmann ; GER ; DFFW ; M'Gladbach ; Bundesliga ; 31 ; 1991 ; 23 ; 5
1181 ; Son Heung-min ; KOR ; FWMF ; Tottenham ; Premier League ; 29 ; 1992 ; 35 ; 35
1182 ; Daan Heymans ; BEL ; MFFW ; Venezia ; Serie A ; 22 ; 1999 ; 7 ; 2
1183 ; Aaron Hickey ; SCO ; DF ; Bologna ; Serie A ; 19 ; 2002 ; 36 ; 34
1184 ; Piero Hincapié ; ECU ; DF ; Leverkusen ; Bundesliga ; 20 ; 2002 ; 27 ; 20
1185 ; Martin Hinteregger ; AUT ; DF ; Eint Frankfurt ; Bundesliga ; 29 ; 1992 ; 27 ; 25
1186 ; Marwin Hitz ; SUI ; GK ; Dortmund ; Bundesliga ; 34 ; 1987 ; 5 ; 4
1187 ; Ki-Jana Hoever ; NED ; DF ; Wolves ; Premier League ; 20 ; 2002 ; 8 ; 4
1188 ; Nicolas Höfler ; GER ; MF ; Freiburg ; Bundesliga ; 32 ; 1990 ; 30 ; 30
1189 ; Jonas Hofmann ; GER ; MFFW ; M'Gladbach ; Bundesliga ; 29 ; 1992 ; 26 ; 24
1190 ; Rob Holding ; ENG ; DF ; Arsenal ; Premier League ; 26 ; 1995 ; 15 ; 9
1191 ; Lucas Höler ; GER ; FWMF ; Freiburg ; Bundesliga ; 27 ; 1994 ; 34 ; 30
1192 ; Mason Holgate ; ENG ; DF ; Everton ; Premier League ; 25 ; 1996 ; 25 ; 23
1193 ; Gerrit Holtmann ; PHI ; FWMF ; Bochum ; Bundesliga ; 27 ; 1995 ; 29 ; 23
1194 ; Martin Hongla ; CMR ; MF ; Hellas Verona ; Serie A ; 24 ; 1998 ; 18 ; 7
1195 ; Franck Honorat ; FRA ; MFFW ; Brest ; Ligue 1 ; 25 ; 1996 ; 34 ; 34
1196 ; Justin Hoogma ; NED ; DF ; Greuther Fürth ; Bundesliga ; 23 ; 1998 ; 3 ; 3
1197 ; Sydney van Hooijdonk ; NED ; FWMF ; Bologna ; Serie A ; 22 ; 2000 ; 4 ; 0
1198 ; Matthew Hoppe ; USA ; FW ; Mallorca ; La Liga ; 21 ; 2001 ; 5 ; 1
1199 ; Jannes Horn ; GER ; DF ; Köln ; Bundesliga ; 25 ; 1997 ; 11 ; 3
1200 ; Timo Horn ; GER ; GK ; Köln ; Bundesliga ; 29 ; 1993 ; 13 ; 13
1201 ; Fraser Hornby ; SCO ; FWMF ; Reims ; Ligue 1 ; 22 ; 1999 ; 8 ; 4
1202 ; Cédric Hountondji ; BEN ; DF ; Clermont Foot ; Ligue 1 ; 28 ; 1994 ; 23 ; 23
1203 ; Lukáš Hrádeck? ; FIN ; GK ; Leverkusen ; Bundesliga ; 32 ; 1989 ; 32 ; 32
1204 ; Branimir Hrgota ; SWE ; FW ; Greuther Fürth ; Bundesliga ; 29 ; 1993 ; 34 ; 33
1205 ; Petko Hristov ; BUL ; DF ; Spezia ; Serie A ; 23 ; 1999 ; 17 ; 13
1206 ; Ajdin Hrustic ; AUS ; MF ; Eint Frankfurt ; Bundesliga ; 25 ; 1996 ; 23 ; 9
1207 ; Timo Hübers ; GER ; DF ; Köln ; Bundesliga ; 25 ; 1996 ; 20 ; 20
1208 ; Benjamin Hübner ; GER ; DF ; Hoffenheim ; Bundesliga ; 32 ; 1989 ; 5 ; 5
1209 ; Callum Hudson-Odoi ; ENG ; FWMF ; Chelsea ; Premier League ; 21 ; 2000 ; 15 ; 11
1210 ; Will Hughes ; ENG ; MF ; Crystal Palace ; Premier League ; 27 ; 1995 ; 16 ; 13
1211 ; Mats Hummels ; GER ; DF ; Dortmund ; Bundesliga ; 33 ; 1988 ; 23 ; 20
1212 ; Elseid Hysaj ; ALB ; DF ; Lazio ; Serie A ; 28 ; 1994 ; 29 ; 24
1213 ; Suk Hyun-jun ; KOR ; FWMF ; Troyes ; Ligue 1 ; 30 ; 1991 ; 9 ; 0
1214 ; Pierre Hřjbjerg ; DEN ; MF ; Tottenham ; Premier League ; 26 ; 1995 ; 36 ; 36
1215 ; Iago ; BRA ; DF ; Augsburg ; Bundesliga ; 25 ; 1997 ; 28 ; 26
